  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
01	37	03	80	F#4 i01 por80
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	43	  	  	F#5 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	37	  	  	F#4 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	43	  	  	F#5 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	37	  	  	F#4 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	43	  	  	F#5 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	37	  	  	F#4 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	43	  	  	F#5 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	0B	  	--- brk00
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
01	37	03	80	F#4 i01 por80
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	43	  	  	F#5 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	37	  	  	F#4 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	43	  	  	F#5 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	37	  	  	F#4 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	43	  	  	F#5 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	37	  	  	F#4 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	43	  	  	F#5 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	0B	  	--- brk00
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
01	37	03	80	F#4 i01 por80
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	43	  	  	F#5 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	37	  	  	F#4 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	43	  	  	F#5 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	37	  	  	F#4 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	43	  	  	F#5 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	37	  	  	F#4 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	43	  	  	F#5 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	0B	  	--- brk00
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
01	37	03	80	F#4 i01 por80
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	43	  	  	F#5 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	37	  	  	F#4 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	43	  	  	F#5 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	37	  	  	F#4 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	43	  	  	F#5 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	37	  	  	F#4 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	43	  	  	F#5 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	0B	  	--- brk00
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
01	37	03	80	F#4 i01 por80
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	43	  	  	F#5 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	37	  	  	F#4 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	43	  	  	F#5 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	37	  	  	F#4 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	43	  	  	F#5 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	37	  	  	F#4 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	43	  	  	F#5 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	0B	  	--- brk00
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
01	37	03	80	F#4 i01 por80
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	43	  	  	F#5 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	37	  	  	F#4 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	43	  	  	F#5 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	37	  	  	F#4 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	43	  	  	F#5 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	37	  	  	F#4 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	43	  	  	F#5 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	0B	  	--- brk00
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
01	37	03	80	F#4 i01 por80
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	43	  	  	F#5 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	37	  	  	F#4 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	43	  	  	F#5 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	37	  	  	F#4 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	43	  	  	F#5 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	37	  	  	F#4 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	43	  	  	F#5 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	0B	  	--- brk00
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
01	37	03	80	F#4 i01 por80
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	43	  	  	F#5 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	37	  	  	F#4 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	43	  	  	F#5 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	37	  	  	F#4 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	43	  	  	F#5 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	37	  	  	F#4 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	43	  	  	F#5 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	0B	  	--- brk00
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
01	37	03	80	F#4 i01 por80
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	43	  	  	F#5 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	37	  	  	F#4 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	43	  	  	F#5 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	37	  	  	F#4 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	43	  	  	F#5 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	37	  	  	F#4 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	43	  	  	F#5 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	0B	  	--- brk00
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
01	37	03	80	F#4 i01 por80
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	43	  	  	F#5 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	37	  	  	F#4 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	43	  	  	F#5 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	37	  	  	F#4 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	43	  	  	F#5 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	37	  	  	F#4 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	43	  	  	F#5 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	0B	  	--- brk00
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
01	37	03	80	F#4 i01 por80
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	43	  	  	F#5 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	37	  	  	F#4 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	43	  	  	F#5 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	37	  	  	F#4 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	43	  	  	F#5 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	37	  	  	F#4 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	43	  	  	F#5 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	0B	  	--- brk00
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
01	37	03	80	F#4 i01 por80
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	43	  	  	F#5 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	37	  	  	F#4 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	43	  	  	F#5 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	37	  	  	F#4 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	43	  	  	F#5 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	37	  	  	F#4 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	43	  	  	F#5 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	0B	  	--- brk00
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
01	37	03	80	F#4 i01 por80
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	43	  	  	F#5 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	37	  	  	F#4 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	43	  	  	F#5 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	37	  	  	F#4 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	43	  	  	F#5 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	37	  	  	F#4 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	43	  	  	F#5 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	0B	  	--- brk00
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
01	37	03	80	F#4 i01 por80
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	43	  	  	F#5 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	37	  	  	F#4 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	43	  	  	F#5 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	37	  	  	F#4 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	43	  	  	F#5 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	37	  	  	F#4 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	43	  	  	F#5 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	0B	  	--- brk00
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
01	37	03	80	F#4 i01 por80
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	43	  	  	F#5 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	37	  	  	F#4 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	43	  	  	F#5 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	37	  	  	F#4 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	43	  	  	F#5 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	37	  	  	F#4 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	43	  	  	F#5 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	0B	  	--- brk00
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
01	37	03	80	F#4 i01 por80
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	43	  	  	F#5 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	37	  	  	F#4 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	43	  	  	F#5 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	37	  	  	F#4 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	43	  	  	F#5 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	37	  	  	F#4 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	43	  	  	F#5 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	0B	  	--- brk00
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
01	37	03	80	F#4 i01 por80
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	43	  	  	F#5 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	37	  	  	F#4 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	43	  	  	F#5 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	37	  	  	F#4 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	43	  	  	F#5 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	37	  	  	F#4 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	43	  	  	F#5 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	0B	  	--- brk00
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
01	37	03	80	F#4 i01 por80
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	43	  	  	F#5 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	37	  	  	F#4 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	43	  	  	F#5 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	37	  	  	F#4 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	43	  	  	F#5 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	37	  	  	F#4 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	43	  	  	F#5 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	0B	  	--- brk00
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
01	37	03	80	F#4 i01 por80
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	43	  	  	F#5 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	37	  	  	F#4 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	43	  	  	F#5 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	37	  	  	F#4 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	43	  	  	F#5 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	37	  	  	F#4 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	  	  	---
01	43	  	  	F#5 i01
  	  	  	  	---
01	3E	  	  	C#5 i01
  	  	0B	  	--- brk00
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
  	  	  	  	---
